x,y
0.404275,0.700985
0.413637,0.82201
0.411044,0.855347
0.359925,0.506683
0.367346,0.484333
0.360336,0.379256
0.384744,0.265966
0.328466,0.403051
0.27901,0.524331
0.264921,0.373361
0.288085,0.265297
0.410862,0.280644
0.393823,0.277359
0.402534,0.265021
0.413266,0.272412
0.329662,0.580749
0.331828,0.749139
0.351413,0.86616
0.371081,0.876675
0.384529,0.512356
0.401317,0.712803
0.399804,0.827814
0.397476,0.85568
0.361379,0.533043
0.370972,0.511311
0.35542,0.416979
0.383556,0.30887
0.326332,0.403685
0.273302,0.540872
0.262407,0.397258
0.272142,0.349476
0.359304,0.345403
0.391013,0.268484
0.423786,0.297686
0.436733,0.305813
0.339816,0.585263
0.332323,0.750461
0.349579,0.864463
0.366252,0.877678
0.379046,0.536415
0.393135,0.726793
0.377194,0.839518
0.36893,0.859193
0.368966,0.556311
0.373653,0.53664
0.352298,0.441425
0.382414,0.33821
0.324195,0.412269
0.251535,0.490515
0.293323,0.414026
0.277864,0.370356
0.350766,0.357898
0.388157,0.262187
0.427748,0.333251
0.44969,0.340077
0.35602,0.592872
0.327632,0.7469
0.346588,0.861398
0.361303,0.878408
0.381446,0.559174
0.384248,0.73745
0.360351,0.84844
0.353351,0.860637
0.374268,0.566108
0.375223,0.54633
0.355475,0.423435
0.380255,0.345364
0.319832,0.418984
0.250003,0.525716
0.253336,0.42685
0.254234,0.390243
0.329431,0.384693
0.385749,0.258546
0.428089,0.370579
0.439462,0.398967
0.365229,0.594823
0.326878,0.744428
0.341413,0.863854
0.357627,0.879073
0.384837,0.565558
0.374943,0.735136
0.340211,0.849608
0.339751,0.858568
0.374633,0.571213
0.374693,0.551771
0.348689,0.431968
0.377228,0.35503
0.317129,0.421905
0.252664,0.531104
0.241523,0.47154
0.24925,0.440094
0.317088,0.400672
0.384074,0.25757
0.421273,0.400915
0.432066,0.434228
0.367637,0.593952
0.32663,0.743044
0.335748,0.867368
0.354708,0.879311
0.384476,0.568998
0.365867,0.731864
0.325098,0.848116
0.328465,0.857096
0.368982,0.577973
0.370942,0.557306
0.351683,0.417804
0.373415,0.341646
0.310602,0.423491
0.249648,0.53244
0.235059,0.487726
0.242364,0.460345
0.313192,0.402318
0.381828,0.259327
0.415196,0.421049
0.426992,0.460774
0.36099,0.592869
0.319349,0.740648
0.324299,0.870764
0.34656,0.872837
0.375943,0.58601
0.355269,0.742835
0.314943,0.852696
0.316393,0.860029
0.36376,0.585642
0.366713,0.562536
0.349701,0.422227
0.369983,0.347398
0.299779,0.410916
0.250393,0.521945
0.229446,0.502283
0.234385,0.485923
0.305402,0.411703
0.378834,0.26389
0.407269,0.437517
0.417366,0.48189
0.355726,0.59452
0.305668,0.723022
0.304665,0.860973
0.326112,0.866154
0.370325,0.596342
0.345938,0.748381
0.305049,0.85679
0.306699,0.860378
0.3595,0.592201
0.365456,0.567252
0.35184,0.410761
0.36477,0.341706
0.296076,0.409928
0.25994,0.514863
0.226127,0.507742
0.230936,0.495299
0.294022,0.421182
0.371567,0.270979
0.391806,0.449404
0.400434,0.496361
0.352866,0.596465
0.291442,0.703878
0.281538,0.842135
0.298352,0.861199
0.361415,0.605064
0.338929,0.75282
0.297084,0.855774
0.300892,0.863946
0.352595,0.596834
0.361299,0.568359
0.353976,0.402406
0.361965,0.333004
0.3048,0.401315
0.267117,0.486815
0.250825,0.396494
0.248611,0.406125
0.288758,0.424128
0.365851,0.277272
0.377107,0.452008
0.377736,0.487724
0.350269,0.597351
0.276103,0.693894
0.248607,0.830366
0.231566,0.843163
0.346639,0.610028
0.334336,0.756036
0.291536,0.853788
0.288158,0.856554
0.335311,0.580307
0.339813,0.55069
0.356013,0.391116
0.362879,0.321563
0.281287,0.378406
0.25739,0.464837
0.248549,0.404672
0.246693,0.410332
0.286941,0.41851
0.361045,0.280967
0.368389,0.441647
0.368157,0.471913
0.323057,0.583032
0.259168,0.69203
0.209871,0.822403
0.212094,0.844094
0.333548,0.604061
0.333016,0.750837
0.288783,0.850466
0.289453,0.860512
0.320806,0.560062
0.324898,0.533119
0.357303,0.384732
0.363729,0.314747
0.275155,0.353136
0.247218,0.427246
0.211197,0.457503
0.192445,0.470786
0.306488,0.405874
0.364973,0.306809
0.371956,0.452637
0.399399,0.544996
0.300517,0.562672
0.248252,0.685546
0.171508,0.821406
0.176834,0.849672
0.321927,0.590423
0.339792,0.730684
0.290357,0.849799
0.293044,0.866892
0.308923,0.541567
0.310806,0.515243
0.357935,0.380442
0.363301,0.310532
0.266154,0.325617
0.237189,0.386801
0.201987,0.443809
0.192915,0.458463
0.312467,0.401128
0.370075,0.381658
0.402756,0.503301
0.411164,0.552089
0.285762,0.550284
0.237853,0.677762
0.138711,0.81789
0.146056,0.849727
0.314766,0.574919
0.346574,0.717496
0.296779,0.847503
0.296639,0.870703
0.301166,0.528866
0.302141,0.505003
0.358047,0.377452
0.362738,0.307625
0.260389,0.3086
0.22501,0.352751
0.181828,0.432086
0.16676,0.462411
0.322676,0.394042
0.374648,0.42843
0.40576,0.509708
0.416172,0.558279
0.273095,0.538063
0.229907,0.672288
0.121988,0.817536
0.131314,0.84903
0.310314,0.56351
0.354079,0.705178
0.301909,0.84623
0.30266,0.874332
0.295753,0.51895
0.295761,0.497601
0.35745,0.376758
0.361674,0.306361
0.255786,0.296552
0.216557,0.330979
0.165844,0.421007
0.14444,0.454589
0.328805,0.389868
0.378136,0.460687
0.421094,0.523194
0.430622,0.561755
0.26402,0.528944
0.222175,0.667963
0.119319,0.810783
0.126234,0.848977
0.307198,0.555784
0.370014,0.687651
0.319306,0.839174
0.308714,0.875345
0.301234,0.500517
0.302416,0.484962
0.355753,0.377459
0.351109,0.309152
0.243018,0.463648
0.210884,0.322102
0.151831,0.406648
0.122713,0.429865
0.334032,0.385799
0.380147,0.480939
0.432718,0.529132
0.442757,0.557351
0.277909,0.535274
0.217875,0.66268
0.121583,0.80761
0.123864,0.849072
0.314731,0.531292
0.377831,0.667421
0.328844,0.824693
0.314728,0.872357
0.298546,0.49171
0.295563,0.470703
0.309821,0.294782
0.308447,0.220314
0.246752,0.344156
0.204875,0.313869
0.14272,0.400274
0.110536,0.424687
0.344573,0.373212
0.391701,0.4741
0.440224,0.532391
0.449826,0.551841
0.265274,0.523367
0.222699,0.658658
0.12766,0.807847
0.12756,0.846891
0.314969,0.52385
0.384058,0.658015
0.337616,0.819839
0.319154,0.872485
0.296715,0.483902
0.291845,0.459798
0.3093,0.292532
0.304401,0.217684
0.245629,0.337727
0.198567,0.313134
0.135408,0.394755
0.101622,0.419682
0.356923,0.355432
0.396193,0.468207
0.442454,0.527388
0.451849,0.543281
0.263778,0.517544
0.229768,0.654544
0.130603,0.804058
0.126997,0.843785
0.319022,0.515604
0.388282,0.649823
0.342615,0.815551
0.322606,0.871779
0.295503,0.477627
0.289124,0.45193
0.290884,0.259589
0.2863,0.182127
0.247967,0.32735
0.195698,0.320904
0.130111,0.387562
0.0971093,0.408636
0.36534,0.337107
0.394239,0.456761
0.441718,0.522542
0.443911,0.536801
0.26365,0.51294
0.236679,0.652365
0.14157,0.803356
0.132823,0.841905
0.323278,0.510824
0.390416,0.64523
0.346648,0.812238
0.325093,0.871633
0.295502,0.473236
0.28707,0.445447
0.279313,0.238863
0.275068,0.160246
0.250042,0.319804
0.195126,0.331057
0.126898,0.381537
0.0960157,0.39911
0.370503,0.327302
0.398005,0.466554
0.435843,0.508007
0.441453,0.523946
0.26525,0.509174
0.243135,0.650232
0.155107,0.80244
0.145281,0.838969
0.328598,0.509919
0.385226,0.650256
0.34514,0.812919
0.326961,0.87192
0.297243,0.470827
0.286549,0.440218
0.271659,0.22488
0.269989,0.149134
0.252083,0.31411
0.195691,0.341802
0.125703,0.377468
0.0971801,0.392418
0.374297,0.319658
0.398164,0.456971
0.434223,0.501382
0.437611,0.514221
0.268917,0.506331
0.248557,0.648704
0.167383,0.802094
0.157688,0.83951
0.333901,0.510396
0.380475,0.653845
0.341123,0.814206
0.328418,0.872032
0.299772,0.470129
0.28745,0.436798
0.271441,0.224229
0.2708,0.1476
0.254081,0.310008
0.197068,0.353085
0.12699,0.376604
0.101141,0.389565
0.376218,0.314041
0.397945,0.447743
0.428644,0.490977
0.431755,0.504
0.272613,0.50463
0.253876,0.647997
0.18431,0.803964
0.1735,0.840617
0.338571,0.512208
0.37475,0.659033
0.335602,0.816734
0.329106,0.872173
0.302736,0.470595
0.289682,0.435318
0.271917,0.225285
0.271943,0.148146
0.255989,0.307158
0.199054,0.361838
0.148114,0.402666
0.134762,0.424326
0.375965,0.311402
0.397653,0.439408
0.422549,0.481276
0.423598,0.49322
0.276412,0.503824
0.259531,0.648622
0.197969,0.806786
0.193924,0.842988
0.342351,0.514409
0.370396,0.663163
0.330596,0.819353
0.329075,0.872225
0.306835,0.473349
0.293795,0.43684
0.272215,0.226882
0.273211,0.149769
0.258384,0.305736
0.202374,0.370505
0.159154,0.411495
0.146301,0.422647
0.374398,0.309995
0.396931,0.431486
0.416638,0.474737
0.418132,0.489118
0.28361,0.506353
0.265668,0.650591
0.214005,0.811959
0.216512,0.846657
0.345324,0.51544
0.367223,0.666195
0.32642,0.821584
0.328366,0.872135
0.310144,0.475735
0.297669,0.439016
0.274665,0.231789
0.276073,0.153931
0.260661,0.305525
0.206475,0.38524
0.172711,0.434472
0.164115,0.448989
0.372143,0.310564
0.396284,0.425198
0.41285,0.470633
0.414535,0.486553
0.287946,0.506937
0.271783,0.653194
0.230556,0.817207
0.239041,0.852274
0.347682,0.51655
0.364792,0.668768
0.322975,0.823713
0.327372,0.872078
0.31362,0.479151
0.301845,0.442545
0.280208,0.241951
0.282545,0.165077
0.262629,0.305572
0.212555,0.398932
0.184402,0.458547
0.178367,0.479978
0.369387,0.312536
0.394634,0.418947
0.410112,0.468874
0.4124,0.489933
0.292288,0.508456
0.277568,0.656448
0.245929,0.822352
0.261741,0.858404
0.349712,0.517856
0.362881,0.670868
0.320237,0.825438
0.325753,0.871432
0.316729,0.482759
0.305595,0.447158
0.283777,0.260104
0.28816,0.184007
0.264419,0.306463
0.21754,0.409656
0.196159,0.482629
0.192368,0.507854
0.366509,0.314444
0.392871,0.414582
0.408504,0.472425
0.41191,0.495978
0.296457,0.510625
0.283131,0.661467
0.258117,0.82746
0.281214,0.865452
0.351494,0.520339
0.361285,0.67343
0.317873,0.82723
0.324545,0.87117
0.319291,0.485941
0.308798,0.451312
0.287562,0.271616
0.292231,0.195904
0.265276,0.308954
0.222894,0.421235
0.20531,0.501322
0.205956,0.531245
0.363603,0.316249
0.389325,0.412669
0.408284,0.484193
0.414107,0.512557
0.299819,0.512649
0.28739,0.665711
0.267614,0.831267
0.293348,0.869174
0.352794,0.522457
0.360444,0.676934
0.31586,0.828848
0.321269,0.870784
0.3219,0.493753
0.311796,0.459519
0.290149,0.28023
0.295019,0.204763
0.265999,0.312241
0.228948,0.432503
0.216138,0.517671
0.221414,0.548397
0.361286,0.317884
0.385325,0.413327
0.407326,0.496981
0.415496,0.529458
0.302959,0.517593
0.290709,0.669547
0.274945,0.834243
0.302791,0.872178
0.35242,0.526233
0.361179,0.680368
0.314281,0.830034
0.318301,0.870371
0.32329,0.50066
0.313511,0.466779
0.292051,0.286835
0.297087,0.21153
0.266835,0.315412
0.233804,0.440303
0.224846,0.528882
0.232691,0.561908
0.359085,0.319766
0.380443,0.415445
0.406314,0.506548
0.415147,0.540519
0.30451,0.522789
0.293179,0.673008
0.280268,0.837246
0.300962,0.874856
0.351338,0.529952
0.362536,0.68383
0.313253,0.832044
0.316343,0.870322
0.323343,0.506606
0.314406,0.472668
0.293551,0.291883
0.300631,0.218541
0.267609,0.318353
0.238925,0.445917
0.234674,0.535004
0.242637,0.571326
0.350744,0.335739
0.376856,0.429089
0.405052,0.517388
0.414124,0.551916
0.303446,0.528051
0.294782,0.676649
0.283479,0.840615
0.300627,0.876735
0.34714,0.536557
0.364754,0.687645
0.313524,0.835216
0.314695,0.870688
0.323182,0.51124
0.314949,0.477337
0.294827,0.296143
0.303181,0.22352
0.268239,0.321032
0.243099,0.44976
0.243465,0.536768
0.256817,0.562208
0.343931,0.349475
0.373204,0.435564
0.396759,0.531044
0.413167,0.566481
0.302411,0.531958
0.295581,0.679736
0.284363,0.843543
0.296549,0.87766
0.344151,0.541227
0.367858,0.689486
0.315204,0.837443
0.313966,0.870953
0.323005,0.514986
0.31535,0.481166
0.295924,0.29968
0.3052,0.227475
0.268313,0.325115
0.24679,0.453533
0.257318,0.538828
0.268299,0.567307
0.339934,0.357461
0.37051,0.440373
0.38873,0.539434
0.410591,0.57127
0.301684,0.535157
0.295623,0.682418
0.283734,0.844979
0.290303,0.877632
0.342665,0.544393
0.374299,0.687927
0.322503,0.836431
0.316609,0.86961
0.323017,0.517906
0.315803,0.484211
0.29689,0.302309
0.306909,0.230471
0.268072,0.329965
0.251851,0.456842
0.268045,0.539911
0.276621,0.570075
0.337093,0.36282
0.364651,0.446343
0.376959,0.548427
0.400744,0.585087
0.301268,0.537553
0.295471,0.68435
0.281798,0.846036
0.284713,0.877632
0.341705,0.546735
0.378727,0.686183
0.330296,0.834721
0.323099,0.867592
0.323225,0.520624
0.316129,0.492131
0.288893,0.353411
0.304743,0.258348
0.266405,0.354841
0.255419,0.461683
0.275519,0.541982
0.283633,0.57218
0.335212,0.366912
0.360466,0.45056
0.364374,0.555537
0.393578,0.589139
0.301133,0.543538
0.295375,0.686701
0.280105,0.846455
0.280806,0.87738
0.344829,0.548186
0.383133,0.685971
0.343348,0.834016
0.338645,0.866236
0.325195,0.525001
0.317894,0.500681
0.288821,0.369115
0.303975,0.27357
0.265711,0.371605
0.264679,0.467874
0.283713,0.544136
0.290822,0.574268
0.336747,0.366497
0.357635,0.453471
0.357782,0.560336
0.38763,0.590513
0.306259,0.553803
0.295383,0.689934
0.27976,0.846795
0.27873,0.87729
0.350361,0.549913
0.392608,0.686635
0.360095,0.833329
0.360077,0.863497
0.327111,0.528466
0.319667,0.506745
0.287402,0.387569
0.302899,0.284955
0.265736,0.380763
0.269823,0.471623
0.290481,0.545911
0.296847,0.575961
0.340929,0.362108
0.355374,0.455571
0.352549,0.562988
0.382901,0.588197
0.31058,0.560206
0.298162,0.694482
0.281816,0.846621
0.278954,0.87667
0.355123,0.551215
0.408768,0.684029
0.383138,0.829793
0.38528,0.859524
0.343743,0.531128
0.338129,0.512084
0.338368,0.385348
0.345339,0.301515
0.297944,0.39708
0.28118,0.472496
0.303131,0.540878
0.307631,0.570872
0.375875,0.352699
0.386145,0.44856
0.373419,0.521812
0.378533,0.581019
0.325166,0.566927
0.31177,0.702222
0.295917,0.843885
0.291444,0.874199
0.37216,0.554923
0.431436,0.686575
0.413194,0.831269
0.420629,0.859075
0.369146,0.525581
0.36239,0.510186
0.335639,0.405994
0.343785,0.314868
0.299635,0.409043
0.33247,0.463978
0.321795,0.5186
0.324381,0.547745
0.414047,0.348335
0.412377,0.439647
0.365612,0.518152
0.373062,0.559641
0.350003,0.568452
0.336564,0.705669
0.322512,0.837789
0.318942,0.867217
0.414546,0.546935
0.461731,0.684337
0.452942,0.828593
0.466672,0.852652
0.423733,0.479999
0.421932,0.457345
0.418288,0.308956
0.416831,0.238662
0.356886,0.344798
0.346731,0.421956
0.385743,0.441515
0.369688,0.494292
0.459894,0.336007
0.46484,0.431791
0.48665,0.515322
0.481232,0.532744
0.400432,0.522006
0.388122,0.691898
0.378937,0.828089
0.372745,0.858255
0.454765,0.514871
0.504047,0.678208
0.514383,0.820118
0.524475,0.847384
0.472735,0.469061
0.470405,0.448251
0.459474,0.304588
0.452982,0.236386
0.407494,0.341999
0.39033,0.420743
0.409003,0.461955
0.410126,0.491974
0.50153,0.311115
0.513325,0.400384
0.531444,0.482215
0.54237,0.55369
0.455323,0.504715
0.445359,0.686129
0.438702,0.824449
0.43653,0.85503
0.501014,0.498092
0.558155,0.670415
0.575781,0.81262
0.593847,0.843187
0.525201,0.455308
0.522607,0.436126
0.512896,0.299915
0.51817,0.229254
0.457518,0.336581
0.443437,0.401502
0.469287,0.464487
0.465162,0.495585
0.573204,0.31202
0.583596,0.414169
0.601636,0.493334
0.593708,0.524644
0.500961,0.493919
0.507832,0.681948
0.51023,0.823104
0.498859,0.85264
0.557269,0.486532
0.626307,0.667392
0.653065,0.809995
0.673794,0.84491
0.596037,0.444474
0.592983,0.424133
0.582656,0.282999
0.575032,0.219773
0.519595,0.327193
0.502001,0.386523
0.52997,0.450414
0.531658,0.484239
0.641939,0.313269
0.654731,0.415855
0.668495,0.49892
0.678299,0.516859
0.569984,0.479144
0.575981,0.678154
0.577911,0.820678
0.571145,0.850182
0.628833,0.478684
0.700653,0.669871
0.737711,0.813512
0.754804,0.847443
0.67161,0.437153
0.668628,0.41595
0.659106,0.268316
0.652505,0.207794
0.594106,0.319512
0.565013,0.376712
0.598614,0.450016
0.5959,0.48335
0.719088,0.31478
0.732822,0.413958
0.75409,0.501525
0.770466,0.513016
0.645502,0.470061
0.65671,0.674617
0.6618,0.820927
0.656811,0.850089
0.705197,0.473781
0.78138,0.673631
0.824621,0.817191
0.837987,0.849939
0.751221,0.434682
0.747345,0.412105
0.735206,0.259081
0.731602,0.196861
0.670378,0.312867
0.637573,0.373997
0.673101,0.460167
0.680747,0.499503
0.799414,0.31585
0.823685,0.413488
0.845172,0.492059
0.860555,0.50769
0.724466,0.466408
0.73862,0.673163
0.747648,0.821416
0.743772,0.851556
0.785316,0.472448
0.863625,0.679442
0.908418,0.822449
0.918623,0.854034
0.826345,0.436632
0.820651,0.413343
0.802812,0.257187
0.794299,0.190991
0.745064,0.309371
0.709419,0.369633
0.742001,0.459372
0.736359,0.477447
0.871869,0.315387
0.912585,0.409806
0.931793,0.492684
0.938157,0.516967
0.8016,0.465004
0.818883,0.671438
0.827646,0.823193
0.82759,0.85419
0.86071,0.474552
0.9388,0.676166
0.98406,0.814928
0.990915,0.850426
0.883439,0.44321
0.877654,0.41767
0.856451,0.255128
0.850587,0.183336
0.801031,0.310334
0.783011,0.38471
0.808709,0.472543
0.802632,0.488121
0.927114,0.311309
0.97583,0.407279
1.00451,0.483005
1.01724,0.498462
0.857754,0.477951
0.877997,0.668142
0.883186,0.819719
0.884801,0.857351
0.919688,0.476528
0.983251,0.639442
1.07144,0.80896
1.08622,0.836781
0.902677,0.437791
0.897698,0.410584
0.882016,0.242245
0.874911,0.167562
0.830638,0.299906
0.82856,0.384248
0.824373,0.459284
0.828957,0.483808
0.949372,0.301269
0.998423,0.377477
1.08811,0.470341
1.10668,0.488478
0.876316,0.472633
0.891561,0.649326
0.894061,0.810253
0.89664,0.847642
0.935913,0.468667
1.00502,0.617638
1.12174,0.792486
1.14246,0.818715
0.900604,0.438173
0.895882,0.410216
0.882413,0.240267
0.871718,0.16469
0.826971,0.300343
0.820801,0.386095
0.807991,0.45394
0.810574,0.481949
0.949005,0.297917
0.995951,0.372404
1.08217,0.459896
1.09827,0.48128
0.872297,0.473686
0.876934,0.653634
0.877822,0.809907
0.877749,0.848461
0.935183,0.468345
0.994475,0.615359
1.11118,0.793261
1.13413,0.818289
0.873352,0.447704
0.868006,0.419875
0.857611,0.254318
0.848631,0.17909
0.800816,0.312654
0.790365,0.395215
0.779313,0.456804
0.781677,0.477927
0.924454,0.307617
0.968588,0.380777
1.0246,0.438376
1.07802,0.458822
0.845394,0.483574
0.847978,0.660834
0.850267,0.821169
0.847669,0.856765
0.907658,0.479386
0.980624,0.630204
1.10552,0.793129
1.129,0.811259
0.848276,0.454152
0.841441,0.426333
0.829365,0.262073
0.819906,0.186599
0.776052,0.320897
0.775438,0.414195
0.752979,0.452566
0.751042,0.465268
0.899422,0.314522
0.947113,0.385345
1.00375,0.436371
1.01382,0.446519
0.820913,0.490895
0.82173,0.663315
0.822957,0.825104
0.823901,0.860458
0.883067,0.48636
0.956562,0.625872
0.969771,0.793818
0.983682,0.834674
0.830634,0.4579
0.822593,0.43017
0.811033,0.266478
0.797891,0.191422
0.757658,0.327709
0.751511,0.420882
0.729159,0.442194
0.727043,0.455198
0.873371,0.318013
0.925956,0.38721
0.983118,0.431294
1.01311,0.445933
0.80481,0.495813
0.805113,0.662966
0.802869,0.824893
0.804198,0.860431
0.863918,0.488062
0.938955,0.617766
0.944563,0.786167
0.962645,0.82959
0.81602,0.455528
0.806856,0.42815
0.793619,0.266897
0.783716,0.191673
0.742547,0.325451
0.717855,0.400652
0.713407,0.434388
0.711362,0.446906
0.855227,0.314758
0.905247,0.378939
0.975721,0.42415
1.00105,0.43854
0.791789,0.494543
0.793247,0.667582
0.78645,0.826278
0.789113,0.861047
0.849882,0.484822
0.930616,0.611762
0.929457,0.784832
0.942938,0.828924
0.806058,0.458135
0.797395,0.430616
0.782514,0.26924
0.769154,0.1934
0.735174,0.328462
0.717369,0.409115
0.695444,0.428983
0.695883,0.439387
0.838626,0.314524
0.892771,0.375528
0.962044,0.410147
0.98504,0.423554
0.782129,0.497403
0.777372,0.665997
0.76835,0.825365
0.767146,0.859487
0.835609,0.485364
0.912454,0.605849
0.911799,0.779941
0.928725,0.825579
0.765878,0.454307
0.756774,0.428122
0.744836,0.269914
0.733289,0.194547
0.698273,0.326694
0.683425,0.403413
0.652148,0.417826
0.652704,0.428391
0.802836,0.31314
0.857697,0.373016
0.929791,0.397563
0.957206,0.410574
0.742181,0.492991
0.737332,0.667981
0.724228,0.821533
0.721898,0.85631
0.79708,0.481643
0.872903,0.605653
0.859546,0.779025
0.875666,0.824893
0.731364,0.447141
0.721719,0.422139
0.709305,0.265573
0.699851,0.191113
0.662154,0.321653
0.643248,0.389966
0.621356,0.410403
0.622212,0.424331
0.76713,0.309207
0.821016,0.370415
0.888153,0.392072
0.918471,0.406663
0.708269,0.485477
0.702119,0.669938
0.683363,0.817695
0.681624,0.851272
0.762544,0.475002
0.83683,0.607141
0.816415,0.779688
0.828926,0.822946
0.702549,0.440955
0.69189,0.416921
0.679002,0.261258
0.675317,0.186994
0.632772,0.315595
0.611417,0.3758
0.610675,0.411056
0.613946,0.439907
0.736971,0.307324
0.797314,0.373546
0.860868,0.405575
0.884344,0.41712
0.680579,0.477346
0.670417,0.668923
0.646902,0.811803
0.646901,0.845629
0.732831,0.470319
0.804188,0.611751
0.778011,0.782458
0.78806,0.823841
0.680029,0.436314
0.668876,0.412888
0.655793,0.255938
0.654542,0.183229
0.610063,0.312329
0.594781,0.367393
0.599185,0.423101
0.602008,0.457938
0.713547,0.30596
0.770825,0.377305
0.832034,0.42914
0.860278,0.447415
0.65858,0.471495
0.643792,0.667338
0.613208,0.806966
0.611768,0.841318
0.709892,0.467046
0.772055,0.624059
0.742096,0.792884
0.752244,0.830967
0.659956,0.434061
0.648116,0.411124
0.632558,0.254545
0.634048,0.18352
0.590583,0.309503
0.585655,0.368126
0.591575,0.439195
0.595246,0.4767
0.691581,0.305924
0.734517,0.382967
0.789126,0.445402
0.813924,0.465089
0.639697,0.467687
0.617181,0.668451
0.579252,0.804097
0.577913,0.839531
0.688804,0.466039
0.739297,0.640258
0.704768,0.802846
0.718004,0.83654
0.638875,0.434852
0.627097,0.412011
0.611083,0.255015
0.617184,0.184138
0.572303,0.307223
0.56749,0.361127
0.590091,0.448359
0.592928,0.483112
0.669501,0.309373
0.701656,0.394541
0.740802,0.465768
0.764259,0.485073
0.620393,0.466292
0.590554,0.671341
0.546959,0.804182
0.545612,0.839112
0.666198,0.467733
0.702886,0.660937
0.668354,0.812981
0.677095,0.842337
0.613102,0.439299
0.602368,0.415415
0.590219,0.254979
0.601533,0.184619
0.554187,0.306305
0.550754,0.363981
0.582712,0.457886
0.593687,0.500707
0.646718,0.314451
0.66479,0.407447
0.690216,0.489294
0.708065,0.50938
0.594036,0.468202
0.560903,0.675519
0.515987,0.804753
0.513677,0.838969
0.639733,0.47215
0.665506,0.676294
0.633126,0.821517
0.646795,0.847287
0.586453,0.446494
0.577084,0.421291
0.570097,0.257077
0.581293,0.187693
0.537091,0.307013
0.541794,0.372719
0.579084,0.46933
0.589021,0.507916
0.622569,0.319568
0.628464,0.41979
0.637747,0.504774
0.650616,0.525288
0.566585,0.472413
0.532484,0.679375
0.490141,0.807803
0.484028,0.840408
0.611873,0.478475
0.627943,0.687183
0.59456,0.831856
0.610948,0.851845
0.559521,0.45374
0.551612,0.427353
0.55141,0.26084
0.561324,0.192154
0.519495,0.308912
0.516448,0.387942
0.578573,0.479705
0.592237,0.510144
0.600532,0.325693
0.601343,0.418392
0.595011,0.502512
0.597964,0.528363
0.538788,0.477163
0.506578,0.680523
0.461745,0.810404
0.45602,0.841762
0.583287,0.48615
0.590364,0.695011
0.5605,0.840227
0.578577,0.856283
0.534889,0.461939
0.528516,0.434168
0.532353,0.267878
0.543848,0.199427
0.502764,0.312286
0.495317,0.407444
0.518786,0.499315
0.557293,0.519855
0.581485,0.331181
0.573113,0.424246
0.563374,0.493853
0.580721,0.505795
0.513146,0.483443
0.484984,0.680933
0.440635,0.811752
0.432678,0.841542
0.556934,0.495127
0.55501,0.701292
0.529869,0.847827
0.547788,0.862218
0.513668,0.469432
0.508477,0.440429
0.516026,0.274718
0.527445,0.206465
0.48818,0.316626
0.473017,0.421443
0.496754,0.513396
0.520127,0.530448
0.564401,0.337428
0.553017,0.429056
0.527943,0.481917
0.511062,0.512605
0.491368,0.489288
0.470392,0.677838
0.431539,0.808134
0.424058,0.839705
0.534,0.50278
0.52853,0.704883
0.508239,0.850975
0.524809,0.865602
0.498222,0.474984
0.493729,0.445163
0.503587,0.281622
0.518545,0.214317
0.475297,0.32185
0.454196,0.430735
0.470651,0.523345
0.490591,0.536218
0.55061,0.343452
0.546293,0.429447
0.4929,0.487257
0.483898,0.5041
0.475456,0.494049
0.46502,0.675843
0.42964,0.806721
0.427873,0.840111
0.517767,0.508147
0.517668,0.706335
0.498669,0.853198
0.512478,0.86807
0.492928,0.479441
0.488617,0.449523
0.496226,0.289782
0.509019,0.221687
0.4641,0.327087
0.440129,0.436679
0.446999,0.521819
0.460207,0.540173
0.543129,0.348219
0.543004,0.428529
0.529765,0.469193
0.519343,0.485672
0.46877,0.499
0.463191,0.67404
0.43898,0.806715
0.443022,0.841534
0.514536,0.512618
0.513416,0.704226
0.490104,0.851352
0.505969,0.868755
0.480635,0.481683
0.477091,0.451486
0.489642,0.295205
0.503342,0.226795
0.454579,0.330573
0.422829,0.430667
0.428244,0.515254
0.434861,0.53973
0.532281,0.351497
0.540404,0.425673
0.529041,0.464101
0.517597,0.478345
0.455112,0.501166
0.458166,0.66743
0.464491,0.813464
0.469948,0.849503
0.503015,0.515061
0.505933,0.697521
0.488251,0.847576
0.49565,0.869149
0.469574,0.484346
0.465662,0.454003
0.481516,0.298505
0.496625,0.229606
0.4457,0.332677
0.407918,0.40403
0.409931,0.504136
0.413252,0.534466
0.524713,0.352959
0.538596,0.418542
0.535283,0.453857
0.53989,0.473824
0.444344,0.503515
0.455881,0.664112
0.48733,0.817609
0.476872,0.845619
0.493837,0.51719
0.502456,0.672434
0.469884,0.833338
0.475067,0.85842
0.461739,0.48525
0.458782,0.454695
0.474442,0.300036
0.489902,0.230667
0.436244,0.333818
0.383537,0.390546
0.394633,0.421597
0.405578,0.428668
0.518037,0.353647
0.540411,0.410653
0.555896,0.443736
0.553461,0.464939
0.436506,0.505199
0.458823,0.658529
0.496346,0.819733
0.495697,0.850547
0.483441,0.518717
0.492472,0.662655
0.460146,0.822759
0.465734,0.851149
0.456857,0.483713
0.453749,0.453984
0.468305,0.301327
0.483426,0.231253
0.427839,0.334718
0.365708,0.370042
0.367079,0.408375
0.376629,0.422623
0.512238,0.354537
0.545505,0.403088
0.576045,0.433605
0.5866,0.452175
0.43051,0.505853
0.461121,0.647878
0.522855,0.813195
0.525135,0.847448
