x,y
0.662701,0.382092
0.694173,0.644096
0.782781,0.822075
0.832018,0.838693
0.627413,0.346029
0.614048,0.314523
0.606451,0.0818134
0.640588,-0.0106516
0.586809,0.152197
0.568118,0.271923
0.661145,0.313068
0.707507,0.300033
0.682865,0.165989
0.753755,0.237524
0.773017,0.296697
0.798606,0.305799
0.602364,0.36821
0.5522,0.581753
0.516901,0.799243
0.57893,0.807024
0.656874,0.377931
0.686888,0.643681
0.782594,0.819614
0.864528,0.836948
0.616385,0.318499
0.600716,0.290265
0.594797,0.0723708
0.620616,-0.0132348
0.576689,0.134488
0.560988,0.266686
0.687522,0.285487
0.700346,0.286557
0.681639,0.168374
0.747572,0.235702
0.782339,0.272155
0.800343,0.27507
0.591127,0.339402
0.548736,0.579646
0.512363,0.791885
0.57719,0.798535
0.647109,0.35865
0.677421,0.635867
0.769888,0.815287
0.749052,0.836914
0.608288,0.297613
0.591335,0.273016
0.586249,0.0657471
0.607584,-0.0137146
0.570231,0.123281
0.55266,0.261055
0.66192,0.294671
0.720621,0.259583
0.680393,0.170336
0.742687,0.233832
0.783239,0.253049
0.802583,0.254569
0.58336,0.318813
0.546697,0.578776
0.509879,0.78539
0.57565,0.790735
0.639767,0.344137
0.669455,0.629892
0.762747,0.768241
0.761093,0.815791
0.602779,0.285235
0.584632,0.262389
0.577615,0.0614343
0.599374,-0.0130917
0.565612,0.11556
0.544986,0.255929
0.639632,0.302628
0.653651,0.3243
0.678652,0.172434
0.737986,0.232291
0.79003,0.241951
0.81043,0.239461
0.576439,0.302767
0.545758,0.577353
0.509532,0.780828
0.575346,0.785783
0.634342,0.334895
0.645248,0.601828
0.743961,0.745945
0.755097,0.807215
0.598548,0.276308
0.579394,0.254591
0.570121,0.0590083
0.592117,-0.0103674
0.561999,0.109604
0.539207,0.252034
0.586888,0.278715
0.550815,0.246478
0.676327,0.174937
0.734066,0.230424
0.792341,0.238784
0.817866,0.233744
0.572231,0.292426
0.545597,0.576288
0.512442,0.775097
0.577059,0.780629
0.630373,0.328329
0.625859,0.57844
0.740414,0.738705
0.751599,0.806695
0.598548,0.288701
0.577175,0.261452
0.564649,0.0574643
0.586824,-0.0093382
0.559313,0.104821
0.535032,0.249361
0.538711,0.250814
0.545445,0.2387
0.67385,0.177469
0.730993,0.228824
0.795112,0.240642
0.828219,0.235969
0.574384,0.323458
0.546476,0.577096
0.520765,0.778797
0.554509,0.826919
0.630508,0.329096
0.615456,0.566512
0.73822,0.734384
0.744481,0.809586
0.599901,0.300314
0.577778,0.271763
0.561381,0.0588874
0.58244,-0.00824862
0.558212,0.102041
0.532049,0.247579
0.507042,0.235516
0.498669,0.233832
0.67222,0.179116
0.728331,0.22855
0.798712,0.249755
0.842034,0.247072
0.573492,0.331474
0.553078,0.592495
0.53149,0.794096
0.55906,0.841669
0.632657,0.332885
0.615307,0.585173
0.743087,0.749157
0.737887,0.820955
0.604368,0.312986
0.583079,0.284484
0.562203,0.0657541
0.579158,-0.00707706
0.556175,0.117262
0.533788,0.260335
0.496359,0.238919
0.515281,0.272844
0.670923,0.180558
0.72973,0.237758
0.803709,0.268335
0.853241,0.267865
0.578784,0.351099
0.560085,0.60639
0.541364,0.805661
0.55967,0.861228
0.639019,0.340358
0.64894,0.630933
0.748971,0.747537
0.734343,0.82529
0.614219,0.325409
0.593293,0.297565
0.566862,0.0757126
0.577446,-0.00495834
0.556123,0.131007
0.537095,0.272162
0.496531,0.246175
0.516557,0.281678
0.669959,0.181948
0.730024,0.258876
0.810638,0.295362
0.862241,0.296435
0.591397,0.367822
0.569771,0.621256
0.552708,0.816457
0.551779,0.876255
0.648561,0.348125
0.677745,0.621142
0.759777,0.766148
0.735378,0.836511
0.6219,0.334106
0.601518,0.306696
0.573303,0.0842471
0.575227,-0.00399465
0.556973,0.141011
0.546249,0.283707
0.500347,0.248884
0.518519,0.287793
0.66943,0.183232
0.73138,0.273204
0.814195,0.330638
0.862109,0.333294
0.600855,0.378943
0.579722,0.632124
0.564582,0.827849
0.559083,0.884773
0.65619,0.35396
0.693574,0.638905
0.774172,0.787171
0.790852,0.831462
0.629776,0.340276
0.609726,0.313044
0.580668,0.0898769
0.573187,-0.00337569
0.55828,0.149088
0.556347,0.296373
0.508417,0.259939
0.496399,0.296303
0.669168,0.184056
0.731729,0.280834
0.811095,0.372073
0.853792,0.376143
0.610226,0.38603
0.589643,0.639617
0.573643,0.838717
0.5698,0.889169
0.663879,0.35845
0.721967,0.644774
0.787053,0.811973
0.792975,0.843316
0.639151,0.347037
0.619337,0.319245
0.588431,0.0938118
0.573507,-0.00270865
0.562392,0.158059
0.565374,0.306593
0.510728,0.266611
0.511577,0.309537
0.671316,0.183251
0.731683,0.288612
0.800209,0.409686
0.833304,0.420395
0.621784,0.391087
0.599925,0.64247
0.585816,0.840329
0.586213,0.8894
0.671358,0.364079
0.74179,0.651766
0.79562,0.834187
0.801282,0.862408
0.6498,0.352694
0.63017,0.324337
0.598847,0.09584
0.574198,-0.00254913
0.571059,0.165315
0.574132,0.313445
0.519485,0.274184
0.525126,0.31909
0.683386,0.186604
0.725054,0.294194
0.780346,0.43349
0.81609,0.450254
0.633638,0.394793
0.611564,0.640816
0.595955,0.837879
0.599953,0.876867
0.684194,0.372891
0.761283,0.654759
0.800694,0.8456
0.818836,0.863568
0.657858,0.356959
0.638841,0.328242
0.608026,0.0979922
0.586557,-0.0013679
0.57927,0.171779
0.582193,0.318491
0.534658,0.284447
0.537518,0.326878
0.692966,0.189411
0.72453,0.301629
0.775503,0.454375
0.80243,0.470049
0.643073,0.39717
0.620262,0.63944
0.603164,0.835851
0.61193,0.859322
0.692756,0.379153
0.775724,0.655266
0.804407,0.853873
0.829932,0.864178
0.664057,0.360405
0.645667,0.331432
0.615815,0.100356
0.595755,-0.000497684
0.588613,0.176989
0.588228,0.316062
0.56988,0.371838
0.566799,0.415526
0.6985,0.191266
0.721559,0.303591
0.767574,0.465546
0.791128,0.483125
0.650332,0.398805
0.626352,0.639158
0.608216,0.833264
0.618484,0.846416
0.69899,0.383974
0.786864,0.650785
0.806159,0.85757
0.838001,0.865242
0.66898,0.363216
0.651061,0.33401
0.6236,0.102899
0.606911,0.00132492
0.596178,0.181283
0.58931,0.303649
0.577148,0.376358
0.573292,0.41813
0.704606,0.193561
0.720248,0.306619
0.761764,0.473353
0.782879,0.492373
0.655834,0.39953
0.630895,0.639493
0.601055,0.822931
0.617669,0.835771
0.703905,0.387724
0.792739,0.645238
0.803401,0.851214
0.841246,0.861081
0.673326,0.366097
0.655885,0.336585
0.629285,0.104942
0.616178,0.00368782
0.604094,0.183534
0.586472,0.278672
0.584921,0.385549
0.578611,0.415987
0.693845,0.183549
0.716212,0.300347
0.755294,0.467162
0.774735,0.486662
0.660954,0.3996
0.633833,0.638693
0.585028,0.806559
0.594362,0.810547
0.706329,0.390762
0.792263,0.628566
0.800318,0.840763
0.84164,0.856176
0.676545,0.368919
0.659863,0.338959
0.634043,0.106968
0.625534,0.00663585
0.614515,0.182245
0.581262,0.235775
0.578145,0.327907
0.575372,0.367566
0.686055,0.175186
0.712251,0.292398
0.750025,0.457687
0.768581,0.477152
0.664848,0.399491
0.634617,0.637849
0.562781,0.795608
0.568659,0.81958
0.705004,0.392661
0.788894,0.613377
0.798807,0.832085
0.841216,0.85202
0.678786,0.371062
0.663182,0.34107
0.640894,0.123348
0.634581,0.0279356
0.621077,0.182121
0.573961,0.281625
0.576593,0.293379
0.573198,0.32141
0.681511,0.170451
0.709796,0.288534
0.746557,0.449689
0.764722,0.468905
0.667595,0.397964
0.632678,0.636532
0.539818,0.782001
0.551316,0.814773
0.700796,0.391275
0.785186,0.602946
0.799789,0.826157
0.842291,0.850462
0.67885,0.371023
0.665764,0.342746
0.645184,0.134825
0.639642,0.0462056
0.622299,0.181582
0.559886,0.275592
0.574604,0.282251
0.571858,0.288264
0.678711,0.167533
0.70719,0.284902
0.743062,0.442324
0.760983,0.461214
0.667564,0.394754
0.628573,0.635147
0.524127,0.775025
0.535615,0.818466
0.695383,0.387581
0.781621,0.596414
0.802044,0.821908
0.831654,0.858115
0.677818,0.370527
0.667846,0.344408
0.647615,0.150645
0.643694,0.071047
0.619909,0.186792
0.552433,0.263505
0.566947,0.25042
0.567881,0.244774
0.676062,0.165584
0.697939,0.276766
0.736798,0.434501
0.754972,0.453354
0.666415,0.392124
0.624014,0.633738
0.514134,0.770745
0.52684,0.820169
0.690618,0.384494
0.776556,0.599613
0.804076,0.820171
0.832927,0.861231
0.676029,0.37023
0.668929,0.346245
0.649132,0.162076
0.645728,0.0876308
0.614952,0.189239
0.54228,0.26418
0.556685,0.220186
0.558611,0.195712
0.672949,0.165432
0.690602,0.27146
0.732099,0.429117
0.750456,0.44797
0.664601,0.390072
0.619181,0.632652
0.506081,0.769167
0.520683,0.822806
0.686508,0.38253
0.772267,0.601992
0.806463,0.819323
0.828325,0.871338
0.674191,0.370664
0.66911,0.348553
0.650364,0.17063
0.647509,0.0998195
0.610191,0.189251
0.536855,0.263127
0.550214,0.199607
0.551905,0.163842
0.666824,0.18028
0.68637,0.269459
0.728604,0.426063
0.746953,0.44494
0.66341,0.389082
0.614008,0.631179
0.500863,0.770758
0.504765,0.808063
0.682937,0.381896
0.768969,0.601587
0.809046,0.819027
0.825655,0.87794
0.670421,0.366885
0.667851,0.348565
0.651522,0.176855
0.64892,0.108679
0.603494,0.185679
0.533689,0.261905
0.545406,0.184722
0.547611,0.144602
0.664612,0.183138
0.682356,0.267044
0.725526,0.422963
0.743933,0.441786
0.659739,0.386973
0.608677,0.628635
0.500551,0.775924
0.49926,0.801578
0.679713,0.379236
0.766639,0.600637
0.811732,0.818696
0.823863,0.882117
0.667027,0.363441
0.666045,0.347994
0.651885,0.180918
0.649399,0.114398
0.598604,0.182882
0.536042,0.277011
0.542219,0.18533
0.545309,0.163448
0.664555,0.184551
0.679442,0.262164
0.723679,0.414431
0.742965,0.432767
0.655994,0.385131
0.601371,0.625742
0.502382,0.783644
0.491562,0.798239
0.677169,0.377072
0.764448,0.600024
0.813546,0.817727
0.822255,0.884357
0.663285,0.360072
0.663076,0.346454
0.650688,0.179667
0.648323,0.113466
0.594875,0.180794
0.541326,0.293969
0.54115,0.206924
0.544168,0.20004
0.665298,0.185378
0.677158,0.253293
0.722464,0.40035
0.742942,0.418053
0.649561,0.383299
0.594757,0.623535
0.508664,0.788526
0.490902,0.791103
0.675002,0.375254
0.760664,0.600769
0.811891,0.815311
0.817428,0.882824
0.658054,0.357004
0.658141,0.344168
0.648454,0.175246
0.646143,0.108427
0.591684,0.179219
0.526649,0.236839
0.54049,0.255041
0.544554,0.279759
0.666716,0.185702
0.67606,0.245217
0.722192,0.387629
0.743694,0.40471
0.641466,0.381502
0.586072,0.621898
0.516645,0.790689
0.496591,0.784546
0.672152,0.373691
0.750691,0.612114
0.79869,0.820432
0.809323,0.881432
0.647554,0.356602
0.646634,0.341588
0.639194,0.15792
0.639428,0.0853177
0.587922,0.179294
0.524843,0.247933
0.529449,0.282468
0.529081,0.323372
0.667133,0.18589
0.675188,0.240237
0.720994,0.38146
0.743111,0.398459
0.62709,0.383423
0.57692,0.6198
0.521363,0.792938
0.501497,0.781916
0.666504,0.373718
0.734972,0.623368
0.784993,0.822852
0.799599,0.878649
0.631564,0.364414
0.630581,0.344278
0.629332,0.142108
0.630719,0.0645646
0.585713,0.179246
0.519983,0.241117
0.520187,0.33202
0.521424,0.375037
0.665774,0.186784
0.674162,0.240328
0.679326,0.369653
0.716801,0.386637
0.615315,0.385767
0.562178,0.618745
0.523136,0.794669
0.502742,0.779937
0.649708,0.382805
0.715009,0.636108
0.766009,0.830176
0.786383,0.878277
0.616866,0.371379
0.61556,0.347495
0.617583,0.133508
0.627902,0.0575547
0.570311,0.187562
0.515512,0.274739
0.509384,0.405809
0.513493,0.455578
0.663991,0.188272
0.673733,0.246906
0.673801,0.367978
0.698336,0.385169
0.594564,0.395676
0.544656,0.620654
0.520556,0.795574
0.500981,0.781438
0.637524,0.39053
0.691475,0.645341
0.749784,0.834953
0.773381,0.878682
0.595686,0.385302
0.595068,0.356368
0.61051,0.12824
0.62563,0.0519491
0.555215,0.195428
0.51038,0.297767
0.500081,0.463008
0.507157,0.510153
0.659241,0.191776
0.672684,0.261974
0.658898,0.371238
0.683904,0.388475
0.570189,0.410725
0.522374,0.623739
0.509213,0.796363
0.494598,0.784935
0.618315,0.407706
0.665697,0.653473
0.731223,0.838995
0.761074,0.873904
0.576475,0.390585
0.572327,0.358734
0.592843,0.124786
0.626117,0.0579468
0.536749,0.201074
0.497878,0.327219
0.489204,0.498988
0.498833,0.545462
0.650559,0.203236
0.664845,0.295004
0.651876,0.452847
0.666094,0.4937
0.548536,0.416986
0.496803,0.62438
0.487336,0.79416
0.481416,0.788343
0.601044,0.41758
0.643335,0.670528
0.710919,0.841216
0.743085,0.857931
0.556655,0.395358
0.549877,0.361371
0.567928,0.122318
0.574727,0.054273
0.512536,0.20691
0.477127,0.348157
0.471672,0.519287
0.48369,0.563527
0.625058,0.204129
0.653147,0.315751
0.639883,0.448465
0.655971,0.491391
0.533238,0.421331
0.467242,0.624829
0.457034,0.795483
0.456057,0.795796
0.579178,0.423889
0.616548,0.681286
0.686051,0.836294
0.718728,0.830289
0.531833,0.39892
0.523955,0.36574
0.535073,0.131463
0.53706,0.0733451
0.482748,0.207826
0.452711,0.357172
0.451406,0.520262
0.463101,0.55396
0.584955,0.201107
0.633926,0.323557
0.630993,0.454849
0.644071,0.501867
0.513461,0.423853
0.43636,0.623711
0.425155,0.793463
0.427016,0.798869
0.55303,0.425993
0.570442,0.653712
0.655088,0.817021
0.692353,0.7982
0.509877,0.396912
0.499627,0.364158
0.499682,0.134347
0.4989,0.0729738
0.452667,0.20624
0.426513,0.339014
0.432464,0.418801
0.442926,0.500312
0.550466,0.19871
0.616017,0.321646
0.631314,0.451561
0.649289,0.484136
0.493967,0.420881
0.409614,0.620795
0.392667,0.791438
0.396025,0.802314
0.531112,0.423138
0.546309,0.662792
0.63115,0.806701
0.648539,0.811567
0.49434,0.396607
0.482804,0.364204
0.470656,0.13892
0.460045,0.0793214
0.432633,0.205792
0.405611,0.335188
0.4219,0.429382
0.434781,0.464072
0.519885,0.196785
0.60364,0.310345
0.643488,0.421142
0.663733,0.443376
0.479612,0.420052
0.386109,0.619729
0.373641,0.792313
0.378606,0.807375
0.514633,0.420912
0.528479,0.662088
0.61555,0.801387
0.621556,0.813373
0.482729,0.396655
0.469776,0.364417
0.448943,0.144336
0.436493,0.082996
0.418562,0.205166
0.386014,0.316191
0.412045,0.383834
0.427208,0.423923
0.500964,0.199969
0.597599,0.296814
0.647042,0.380447
0.671447,0.402189
0.468366,0.418445
0.369395,0.621383
0.3563,0.794541
0.360068,0.818834
0.502854,0.420558
0.520261,0.662723
0.60721,0.783052
0.613513,0.796632
0.474201,0.394068
0.459113,0.364056
0.435796,0.149095
0.427604,0.086512
0.412879,0.202588
0.374021,0.307176
0.406776,0.348427
0.423896,0.391947
0.492166,0.204226
0.588204,0.279732
0.649547,0.351013
0.677664,0.365619
0.459975,0.416083
0.362611,0.62469
0.341358,0.796659
0.345225,0.840117
0.495039,0.421198
0.513,0.671238
0.598319,0.783177
0.602133,0.815063
0.468473,0.391556
0.451214,0.363434
0.434148,0.155367
0.421564,0.090414
0.411749,0.199761
0.365265,0.299443
0.403291,0.326303
0.421323,0.373662
0.494816,0.211808
0.583967,0.265539
0.651794,0.321676
0.679376,0.336042
0.454225,0.412696
0.362769,0.627249
0.329868,0.79853
0.335637,0.849177
0.4897,0.421717
0.495509,0.650671
0.588917,0.774833
0.594353,0.818034
0.46712,0.38534
0.447849,0.360003
0.432604,0.158773
0.42264,0.0911417
0.411344,0.196992
0.359596,0.292346
0.401836,0.309092
0.421476,0.360042
0.492855,0.215409
0.581627,0.254256
0.65448,0.293476
0.683878,0.299675
0.453093,0.405623
0.371507,0.62857
0.32619,0.801551
0.348378,0.853128
0.488214,0.421966
0.49808,0.653692
0.602162,0.786956
0.608475,0.813088
0.46691,0.384043
0.446755,0.358677
0.430481,0.160547
0.421691,0.0903652
0.418661,0.194463
0.406288,0.308372
0.41508,0.338321
0.431206,0.389821
0.492494,0.220721
0.58022,0.246048
0.65387,0.286997
0.6793,0.297327
0.453814,0.400671
0.383805,0.629982
0.336201,0.804967
0.356681,0.853534
0.488081,0.422049
0.495356,0.651365
0.601912,0.797373
0.635246,0.820406
0.467499,0.383785
0.446252,0.3582
0.426646,0.160479
0.426251,0.0861977
0.423543,0.191661
0.399576,0.309414
0.417852,0.380958
0.428446,0.429827
0.497623,0.226212
0.579162,0.255284
0.641198,0.305973
0.665204,0.315846
0.452235,0.398882
0.397658,0.632492
0.335646,0.805772
0.357116,0.85455
0.489272,0.422581
0.502382,0.65155
0.604733,0.810786
0.635613,0.825414
0.466375,0.399548
0.445097,0.372368
0.429645,0.17103
0.421777,0.0996515
0.426634,0.189433
0.408634,0.314765
0.42177,0.399715
0.430523,0.443856
0.501796,0.233197
0.571534,0.277556
0.621518,0.346828
0.644528,0.351793
0.450428,0.413365
0.404343,0.640687
0.33467,0.807339
0.357195,0.860535
0.487948,0.43446
0.509134,0.654138
0.59942,0.824446
0.638831,0.834168
0.465227,0.404361
0.443711,0.377718
0.430689,0.178059
0.419048,0.108607
0.427185,0.187892
0.416746,0.319585
0.428889,0.432296
0.434949,0.471591
0.502458,0.237189
0.557669,0.291016
0.598831,0.383008
0.610673,0.406661
0.450232,0.420763
0.405292,0.645031
0.33705,0.805632
0.358689,0.855562
0.486879,0.438208
0.514196,0.6564
0.588019,0.836559
0.630904,0.84755
0.464599,0.408572
0.442822,0.38195
0.429757,0.179998
0.41469,0.10781
0.426611,0.182701
0.421714,0.320851
0.432114,0.446376
0.437067,0.485449
0.49087,0.242054
0.541672,0.312202
0.574303,0.418428
0.58542,0.441
0.453592,0.432106
0.4043,0.645154
0.340476,0.799265
0.360737,0.84447
0.486342,0.441126
0.519317,0.65858
0.577734,0.840389
0.617507,0.855085
0.464657,0.410942
0.44289,0.384019
0.42935,0.181169
0.405228,0.105014
0.426319,0.178894
0.426007,0.321866
0.434803,0.457885
0.438786,0.496852
0.486737,0.24407
0.524873,0.330802
0.550606,0.458738
0.562271,0.490702
0.458553,0.440885
0.404195,0.643573
0.344306,0.789855
0.363836,0.818729
0.485547,0.44268
0.525366,0.654548
0.568646,0.839224
0.605233,0.860032
0.465604,0.412721
0.444072,0.385373
0.429737,0.181791
0.400559,0.104814
0.426288,0.176128
0.429751,0.322757
0.437258,0.467283
0.440523,0.506161
0.482292,0.245148
0.513274,0.343543
0.531583,0.493914
0.543326,0.527558
0.465062,0.454227
0.403907,0.643074
0.346335,0.783839
0.364639,0.808682
0.485065,0.443892
0.530496,0.650883
0.562061,0.836656
0.594771,0.863855
0.466296,0.413209
0.444802,0.385518
0.431143,0.182018
0.397692,0.105085
0.426513,0.174084
0.433076,0.32349
0.439722,0.473617
0.442765,0.511881
0.471422,0.246744
0.501273,0.355713
0.518887,0.516152
0.527611,0.555211
0.468739,0.462275
0.402613,0.643024
0.345382,0.780717
0.364169,0.801939
0.483448,0.444394
0.534437,0.647627
0.557681,0.83252
0.586257,0.865747
0.466324,0.412037
0.445119,0.384174
0.432649,0.181678
0.396903,0.105585
0.426714,0.172408
0.435854,0.323879
0.441803,0.475865
0.444984,0.513123
0.464159,0.247784
0.474164,0.362654
0.507778,0.526644
0.516232,0.569261
0.470613,0.467217
0.400712,0.642302
0.336922,0.774137
0.350598,0.794633
0.481428,0.443515
0.537441,0.645682
0.55761,0.833464
0.588618,0.864629
0.466662,0.400374
0.445566,0.375161
0.434048,0.180643
0.398425,0.106204
0.426864,0.170946
0.438033,0.323792
0.443198,0.473731
0.446748,0.509902
0.458918,0.248581
0.453586,0.366179
0.498957,0.526079
0.497298,0.562003
0.472247,0.467279
0.398347,0.642795
0.329454,0.771008
0.327012,0.811979
0.480016,0.431445
0.541856,0.643449
0.569264,0.834544
0.603938,0.859969
0.469049,0.404806
0.450938,0.379554
0.4359,0.181995
0.408322,0.117628
0.426512,0.176562
0.439581,0.324924
0.443605,0.473178
0.447386,0.508473
0.458543,0.24676
0.439186,0.367298
0.494144,0.513243
0.484598,0.541289
0.470108,0.455645
0.397451,0.641179
0.326165,0.764266
0.316726,0.814289
0.479378,0.42943
0.549959,0.641335
0.590762,0.834749
0.618998,0.867583
0.471081,0.408441
0.455639,0.382651
0.440614,0.179629
0.418767,0.122384
0.426228,0.181317
0.440786,0.32588
0.443669,0.467105
0.448379,0.504167
0.461071,0.243815
0.442933,0.360153
0.513959,0.489267
0.496635,0.513612
0.470965,0.455059
0.396691,0.639203
0.32754,0.762528
0.3104,0.820031
0.479269,0.427693
0.55863,0.640475
0.61312,0.837537
0.624275,0.873069
0.472765,0.411402
0.461566,0.38553
0.44414,0.177956
0.430143,0.12234
0.420343,0.206035
0.436639,0.337681
0.440465,0.469955
0.445037,0.510974
0.467029,0.240353
0.451542,0.351113
0.498387,0.458038
0.480249,0.490608
0.469642,0.450108
0.395647,0.637304
0.327159,0.761086
0.30483,0.817594
0.480664,0.426645
0.564613,0.640981
0.627555,0.839823
0.627536,0.877181
0.473412,0.415546
0.465058,0.389705
0.446286,0.181717
0.438779,0.128184
0.418583,0.219145
0.435212,0.343545
0.438883,0.468147
0.444011,0.508686
0.47148,0.236942
0.46148,0.340844
0.49451,0.450589
0.466387,0.470003
0.467454,0.447412
0.385888,0.640594
0.324084,0.763074
0.293138,0.826517
0.48148,0.427697
0.56368,0.647078
0.633795,0.842593
0.621939,0.886078
0.467919,0.421242
0.463378,0.395009
0.447284,0.186138
0.440232,0.134702
0.417281,0.226889
0.434053,0.349573
0.438535,0.468533
0.443899,0.509544
0.469831,0.233629
0.461711,0.333187
0.475931,0.435026
0.445964,0.453822
0.45856,0.443636
0.366306,0.643251
0.265249,0.734248
0.244529,0.806874
0.473105,0.433189
0.549924,0.656294
0.615641,0.848511
0.602913,0.894306
0.459454,0.416327
0.457258,0.393612
0.444101,0.19389
0.441457,0.139649
0.414989,0.234342
0.45145,0.344508
0.463851,0.436028
0.472627,0.465293
0.457351,0.223872
0.453598,0.310494
0.447519,0.402212
0.421209,0.425723
0.451511,0.438201
0.348233,0.645758
0.245857,0.775817
0.220055,0.805204
0.465757,0.438046
0.526014,0.667262
0.583952,0.857305
0.573564,0.902594
0.456709,0.420013
0.454574,0.397468
0.439715,0.200599
0.440565,0.144451
0.412347,0.240629
0.458875,0.344979
0.476533,0.419489
0.485364,0.444301
0.446076,0.216381
0.446589,0.300054
0.4161,0.389448
0.397335,0.412506
0.447675,0.438541
0.324788,0.641243
0.226797,0.772511
0.20078,0.800121
0.463191,0.438059
0.494688,0.674523
0.545668,0.862422
0.539703,0.909894
0.440287,0.442884
0.435666,0.417487
0.440498,0.255477
0.426977,0.189783
0.411891,0.278281
0.404346,0.428707
0.437421,0.528898
0.431492,0.605321
0.446066,0.248469
0.437982,0.317646
0.370688,0.406965
0.355423,0.421209
0.416159,0.494962
0.268188,0.669934
0.177107,0.805243
0.172591,0.804856
0.440131,0.504707
0.460128,0.688675
0.509869,0.859709
0.505974,0.908186
0.405802,0.539841
0.384279,0.519626
0.261371,0.388645
0.289751,0.286646
0.264809,0.464463
0.242014,0.530019
0.287619,0.631443
0.302358,0.663922
0.281235,0.377844
0.282434,0.514982
0.329901,0.417308
