,count,timestamp,joint_id,x,y,z,w,depth_x,depth_y
0,0,75,0,-0.00358719192445,0.237215667963,2.02462697029,1.0,0.498418520972,0.360558858012
1,0,75,1,0.000637832097709,0.300216972828,2.08438539505,1.0,0.500273138041,0.328584615094
2,0,75,2,0.00407182052732,0.675112724304,2.09660744667,1.0,0.501733505983,0.11677683999
3,0,75,3,-0.0283356048167,0.875690698624,2.08318972588,1.0,0.487858914891,-0.000281553693485
4,0,75,4,-0.151847496629,0.559942603111,2.10426306725,1.0,0.435588791842,0.183308755022
5,0,75,5,-0.207346603274,0.304463922977,2.06467962265,1.0,0.410360774555,0.324500555748
6,0,75,6,-0.234520465136,0.112269729376,1.95311367512,1.0,0.392821649813,0.431588717352
7,0,75,7,-0.244878843427,0.0474858731031,1.90860426426,1.0,0.385477922667,0.470389815329
8,0,75,8,0.157381936908,0.561504304409,2.08655309677,1.0,0.567325453383,0.179730023972
9,0,75,9,0.219272956252,0.320620447397,2.03929519653,1.0,0.59597515388,0.312887113838
10,0,75,10,0.264968544245,0.140628024936,1.91229462624,1.0,0.623678257155,0.41247952806
11,0,75,11,0.284530192614,0.0633496940136,1.85504543781,1.0,0.63690762848,0.459357300338
12,0,75,12,-0.0743703842163,0.16787968576,2.02121686935,1.0,0.467157141253,0.401149741008
13,0,75,13,-0.157352775335,-0.281318843365,2.04604578018,1.0,0.431354368916,0.663634944879
14,0,75,14,-0.22595334053,-0.616439938545,2.03345799446,1.0,0.400816962977,0.860784724277
15,0,75,15,-0.244328185916,-0.703673303127,1.97442483902,1.0,0.389544637311,0.92415349186
16,0,75,16,0.0647828578949,0.168582454324,2.00096321106,1.0,0.528898469369,0.399731193285
17,0,75,17,0.161062449217,-0.283498227596,2.02122855186,1.0,0.571126709247,0.666927351094
18,0,75,18,0.246528565884,-0.610076904297,2.01559448242,1.0,0.609173675073,0.860225125669
19,0,75,19,0.250140339136,-0.697199165821,1.95797622204,1.0,0.614032898267,0.923781529052
20,1,98,0,-0.00419540610164,0.23717828095,2.02475237846,1.0,0.498150493214,0.36058947029
21,1,98,1,8.66002956172e-05,0.300186574459,2.08454418182,1.0,0.500037081911,0.328615027667
22,1,98,2,0.00379140838049,0.675207257271,2.09689712524,1.0,0.501613902458,0.116776127267
23,1,98,3,-0.0282618515193,0.875342190266,2.08324742317,1.0,0.487890851683,-6.8600878765e-05
24,1,98,4,-0.153288111091,0.559666335583,2.10436034203,1.0,0.434980712583,0.18347963781
25,1,98,5,-0.207997217774,0.305591851473,2.06397414207,1.0,0.410048768142,0.32379018476
26,1,98,6,-0.238239601254,0.116384595633,1.94702100754,1.0,0.390781261086,0.428859413256
27,1,98,7,-0.245817273855,0.0510050170124,1.90407931805,1.0,0.384765849717,0.468119843908
28,1,98,8,0.157125726342,0.561290621758,2.08671474457,1.0,0.567210643747,0.179876704299
29,1,98,9,0.217060983181,0.316846609116,2.03900885582,1.0,0.595020321469,0.315063544429
30,1,98,10,0.262134641409,0.13683745265,1.91131925583,1.0,0.622417927756,0.414795148515
31,1,98,11,0.279818475246,0.063249155879,1.85746443272,1.0,0.634465143848,0.459474647098
32,1,98,12,-0.0754339322448,0.167736113071,2.02095079422,1.0,0.466683079741,0.401221275579
33,1,98,13,-0.158578127623,-0.282755434513,2.04781579971,1.0,0.430879600781,0.664328408612
34,1,98,14,-0.226107984781,-0.616696596146,2.03351974487,1.0,0.400752095203,0.860923978406
35,1,98,15,-0.244334995747,-0.704744100571,1.97485792637,1.0,0.38956578233,0.924705778321
36,1,98,16,0.0642908290029,0.168436259031,2.00126957893,1.0,0.528674593745,0.39983348326
37,1,98,17,0.160578027368,-0.282831847668,2.02119159698,1.0,0.5709140805,0.666538023019
38,1,98,18,0.246642813087,-0.610348045826,2.01546764374,1.0,0.609231142523,0.860407903494
39,1,98,19,0.25244179368,-0.695991337299,1.95406770706,1.0,0.615312261936,0.923893546427
40,2,141,0,-0.00434721074998,0.237165480852,2.02478027344,1.0,0.498083597911,0.360598914558
41,2,141,1,-5.93138247496e-05,0.300178080797,2.0845785141,1.0,0.499974602469,0.328622699508
42,2,141,2,0.00367353204638,0.67523932457,2.09695148468,1.0,0.501563685078,0.116767861811
43,2,141,3,-0.0282462798059,0.875278174877,2.08325600624,1.0,0.487897573442,-2.99697949165e-05
44,2,141,4,-0.153674021363,0.55958455801,2.10436654091,1.0,0.434817215377,0.183526819518
45,2,141,5,-0.208139687777,0.305838882923,2.06380534172,1.0,0.409979792822,0.32363331794
46,2,141,6,-0.240348488092,0.118897803128,1.94320821762,1.0,0.389598265205,0.427180604392
47,2,141,7,-0.246787026525,0.0541271716356,1.90080046654,1.0,0.384111688031,0.466110014556
48,2,141,8,0.157050803304,0.561249494553,2.08674788475,1.0,0.567177528481,0.179905244143
49,2,141,9,0.216135561466,0.315529316664,2.03887462616,1.0,0.594621439122,0.3158202946
50,2,141,10,0.259964138269,0.134656652808,1.91130208969,1.0,0.621405384473,0.416152318471
51,2,141,11,0.276320755482,0.0624702200294,1.85907363892,1.0,0.632669397369,0.460008377798
52,2,141,12,-0.075688265264,0.167694479227,2.02089095116,1.0,0.466569758509,0.401242869154
53,2,141,13,-0.158838301897,-0.283053904772,2.04820227623,1.0,0.430779260828,0.664470830019
54,2,141,14,-0.226151719689,-0.616766810417,2.03352975845,1.0,0.400733387005,0.860963294094
55,2,141,15,-0.244335696101,-0.704957544804,1.97494363785,1.0,0.389570258583,0.924815970406
56,2,141,16,0.0641689822078,0.168403372169,2.00134205818,1.0,0.528619211908,0.399856667437
57,2,141,17,0.160464674234,-0.282687395811,2.02118325233,1.0,0.570864314333,0.666453653596
58,2,141,18,0.246664941311,-0.610400378704,2.01544332504,1.0,0.609242260609,0.860443154952
59,2,141,19,0.252903133631,-0.695746719837,1.95327818394,1.0,0.615569691144,0.923915841458
