count,timestamp,joint_id,x,y,z,w, depth_x, depth_y
0,65,0,-0.15522043407,0.0114026293159,2.77076339722,1.0,287.997547082,237.649071722
0,65,1,-0.151186406612,0.0717966556549,2.83386445045,1.0,289.523331778,225.526986831
0,65,2,-0.173581376672,0.447552442551,2.86667132378,1.0,285.409324601,150.813351286
0,65,3,-0.217882990837,0.617006719112,2.91024065018,1.0,277.231084193,118.885872088
0,65,4,-0.321139663458,0.295897513628,2.85665392876,1.0,255.780024909,180.827829394
0,65,5,-0.322113633156,0.105744674802,2.69741249084,1.0,251.782538006,217.605315045
0,65,6,-0.165186688304,0.0424205586314,2.44082736969,1.0,281.339114461,230.071740171
0,65,7,-0.112877696753,0.021312519908,2.35997462273,1.0,292.676607441,234.841050406
0,65,8,-0.018954558298,0.351434350014,2.82742285728,1.0,316.170370857,168.995273462
0,65,9,0.166421458125,0.137612193823,2.79456996918,1.0,354.019517571,211.869610455
0,65,10,0.288276702166,-0.046319309622,2.7322947979,1.0,380.272028116,249.684302307
0,65,11,0.328680336475,-0.110481977463,2.7067284584,1.0,389.368587171,263.317423752
0,65,12,-0.220383644104,-0.0682809203863,2.75930428505,1.0,274.373875613,254.13622948
0,65,13,-0.260620325804,-0.446826577187,2.51236653328,1.0,260.740347658,341.599088788
0,65,14,-0.314826011658,-0.723242104053,2.32527804375,1.0,242.655482899,417.681669284
0,65,15,-0.292080312967,-0.791830062866,2.22783827782,1.0,245.105066536,443.040250371
0,65,16,-0.0844003334641,-0.0432893484831,2.7483522892,1.0,302.456930764,248.99792698
0,65,17,-0.0419969446957,-0.507083773613,2.62829899788,1.0,310.871976649,350.214506321
0,65,18,0.00607135985047,-0.834078073502,2.61169695854,1.0,321.327996733,422.439022533
0,65,19,0.0145287858322,-0.901533305645,2.52327609062,1.0,323.289261221,444.103672245
1,98,0,-0.154512420297,0.0137164276093,2.77403092384,1.0,288.18104497,237.175357214
1,98,1,-0.149246484041,0.0739500820637,2.83703136444,1.0,289.947971834,225.109532306
1,98,2,-0.172198191285,0.448989599943,2.87064909935,1.0,285.732510192,150.650939914
1,98,3,-0.218265712261,0.618142068386,2.91179084778,1.0,277.17876822,118.727609074
1,98,4,-0.320045202971,0.297103136778,2.86612343788,1.0,256.210345921,180.783032694
1,98,5,-0.319065332413,0.108365416527,2.73336863518,1.0,253.316984966,217.352184755
1,98,6,-0.19001044333,0.0452998057008,2.47920560837,1.0,276.217682999,229.561992391
1,98,7,-0.15445959568,0.0253249760717,2.43210577965,1.0,283.720085957,234.051596788
1,98,8,-0.0185678508133,0.351321846247,2.82971572876,1.0,316.251542037,169.075519549
1,98,9,0.166339382529,0.137861639261,2.79377031326,1.0,354.012472397,211.810553047
1,98,10,0.281944215298,-0.038214828819,2.73570942879,1.0,378.874473559,247.97986909
1,98,11,0.324492514133,-0.10617762804,2.70781183243,1.0,388.457339393,262.400017264
1,98,12,-0.219649121165,-0.0654257237911,2.76334691048,1.0,274.592470283,253.525301087
1,98,13,-0.261762470007,-0.447249174118,2.52555751801,1.0,260.791517299,341.164024729
1,98,14,-0.321897864342,-0.723327934742,2.34546113014,1.0,241.598626547,416.173593623
1,98,15,-0.303490906954,-0.788517773151,2.24669933319,1.0,242.832480099,440.493522402
1,98,16,-0.0839084982872,-0.0413895249367,2.75067615509,1.0,302.573896006,248.595770161
1,98,17,-0.0418674200773,-0.508033633232,2.62935256958,1.0,310.90377507,350.376712761
1,98,18,0.00606272369623,-0.834340393543,2.61154794693,1.0,321.326183401,422.506813163
1,98,19,0.014795110561,-0.901613175869,2.52349662781,1.0,323.349263386,444.103915643
2,142,0,-0.153608173132,0.0111332414672,2.77581739426,1.0,288.387616143,237.70879182
2,142,1,-0.148319229484,0.0728056430817,2.83860230446,1.0,290.151210368,225.348087824
2,142,2,-0.171801030636,0.44942972064,2.87260341644,1.0,285.834804693,150.624202163
2,142,3,-0.218068122864,0.618542253971,2.9129781723,1.0,277.234971051,118.698559652
2,142,4,-0.319121211767,0.297584712505,2.86975026131,1.0,256.474896129,180.762008054
2,142,5,-0.318775385618,0.108134835958,2.74063539505,1.0,253.554230848,217.460297528
2,142,6,-0.195651352406,0.0426918379962,2.49358105659,1.0,275.177798901,230.2196324
2,142,7,-0.167223408818,0.0241939369589,2.45777654648,1.0,281.13233131,234.376613103
2,142,8,-0.0184135846794,0.351293623447,2.8308904171,1.0,316.284227634,169.110645146
2,142,9,0.166323214769,0.137909650803,2.7936167717,1.0,354.01103567,211.799185946
2,142,10,0.280186712742,-0.0367973037064,2.73549795151,1.0,378.512001968,247.684461143
2,142,11,0.322731167078,-0.105822376907,2.70647668839,1.0,388.119340283,262.336084139
2,142,12,-0.218417108059,-0.0677504315972,2.76596617699,1.0,274.889919411,253.992619243
2,142,13,-0.262463510036,-0.447614043951,2.53393936157,1.0,260.829324088,340.911648726
2,142,14,-0.327530741692,-0.726412296295,2.3647351265,1.0,240.876884095,415.482777641
2,142,15,-0.31206458807,-0.789821386337,2.26386547089,1.0,241.254147442,439.302198369
2,142,16,-0.0833577439189,-0.0433481149375,2.75148487091,1.0,302.693364847,248.999883809
2,142,17,-0.0418254807591,-0.508271276951,2.62984037399,1.0,310.914572468,350.407860698
2,142,18,0.00605643121526,-0.834401249886,2.61152648926,1.0,321.324817845,422.521624793
2,142,19,0.0148458210751,-0.901629388332,2.52354025841,1.0,323.360684942,444.104056855
3,165,0,-0.152642011642,0.00807084329426,2.77810406685,1.0,288.61230772,238.340396965
3,165,1,-0.147237747908,0.070752851665,2.84099626541,1.0,290.393823852,225.773204092
3,165,2,-0.171534240246,0.450468987226,2.87895417213,1.0,285.963108746,150.615140688
3,165,3,-0.217549905181,0.619604051113,2.91663312912,1.0,277.390061303,118.642601051
3,165,4,-0.317603468895,0.298810303211,2.8770711422,1.0,256.937896676,180.669394194
3,165,5,-0.318795263767,0.105085387826,2.75021147728,1.0,253.781462304,218.172195431
3,165,6,-0.195018723607,0.0266629140824,2.51110982895,1.0,275.63459839,233.934372713
3,165,7,-0.17890419066,0.0143375676125,2.48862481117,1.0,278.932818038,236.708833394
3,165,8,-0.017893973738,0.351768821478,2.83513307571,1.0,316.394486197,169.120978948
3,165,9,0.166268005967,0.137944981456,2.79350209236,1.0,354.001141917,211.790803264
3,165,10,0.275881975889,-0.0364014469087,2.73152589798,1.0,377.69681249,247.612847667
3,165,11,0.314715653658,-0.106269225478,2.6984372139,1.0,386.62540206,262.497228186
3,165,12,-0.217121988535,-0.0705647096038,2.7690217495,1.0,275.2068859,254.557775148
3,165,13,-0.26379609108,-0.446683645248,2.54953622818,1.0,260.892718713,340.085849483
3,165,14,-0.338388353586,-0.736137330532,2.40281319618,1.0,239.549413505,415.013942868
3,165,15,-0.333627671003,-0.798852026463,2.30310750008,1.0,237.24739582,438.14629088
3,165,16,-0.0827067941427,-0.045798625797,2.7526409626,1.0,302.835726176,249.504662369
3,165,17,-0.0415338650346,-0.508701145649,2.63189506531,1.0,310.984961349,350.414970678
3,165,18,0.00604842277244,-0.834462940693,2.61152100563,1.0,321.323068811,422.535502672
3,165,19,0.014889861457,-0.901646971703,2.52358150482,1.0,323.37059938,444.104701224
4,198,0,-0.151721417904,0.00460171978921,2.7809112072,1.0,288.833101551,239.054706083
4,198,1,-0.146062925458,0.0676974207163,2.84448003769,1.0,290.66602483,226.404253837
4,198,2,-0.170518890023,0.452134400606,2.89213490486,1.0,286.318783764,150.693551239
4,198,3,-0.216273143888,0.62121707201,2.92332577705,1.0,277.737109854,118.605228558
4,198,4,-0.31532523036,0.300769239664,2.88780164719,1.0,257.622900357,180.502341628
4,198,5,-0.318256705999,0.101918257773,2.77341794968,1.0,254.446473929,219.007194375
4,198,6,-0.21706674993,0.00657467031851,2.56834173203,1.0,271.719216326,238.537637683
4,198,7,-0.190857797861,-0.00160524249077,2.52125406265,1.0,276.755875094,240.363712185
4,198,8,-0.0171450003982,0.351876348257,2.84239292145,1.0,316.554222728,169.280402724
4,198,9,0.164974361658,0.138109117746,2.79402565956,1.0,353.730274995,211.762530407
4,198,10,0.261990219355,-0.0381281897426,2.71211242676,1.0,375.183749476,248.031049693
4,198,11,0.290497869253,-0.105342380702,2.67513871193,1.0,382.034096419,262.49524039
4,198,12,-0.215916588902,-0.073524415493,2.77236032486,1.0,275.509206552,255.150107732
4,198,13,-0.265425115824,-0.445631802082,2.56801819801,1.0,260.955733186,339.131549556
4,198,14,-0.354661673307,-0.751166820526,2.45373368263,1.0,237.430310825,414.881064286
4,198,15,-0.360591083765,-0.81521832943,2.35623407364,1.0,232.576061599,437.646587018
4,198,16,-0.0821029767394,-0.0487017706037,2.75413322449,1.0,302.97026953,250.10168035
4,198,17,-0.0412787534297,-0.507934451103,2.63691139221,1.0,311.057378434,350.038826255
4,198,18,0.00603729533032,-0.834517478943,2.61153888702,1.0,321.320625685,422.546182785
4,198,19,0.0149259958416,-0.901661157608,2.52362203598,1.0,323.37872481,444.104634352
5,241,0,-0.14963516593,-4.04544407502e-05,2.78581690788,1.0,289.315792202,240.008295593
5,241,1,-0.143867433071,0.0630782693624,2.85109090805,1.0,291.173942723,227.361296669
5,241,2,-0.169647932053,0.455198168755,2.91425609589,1.0,286.745174591,150.770880346
5,241,3,-0.21454679966,0.624060928822,2.93868422508,1.0,278.293577878,118.686847959
