count,timestamp,joint_id,x,y,z,w, depth_x, depth_y
0,73,0,-0.144881829619,0.165029704571,2.47367119789,1.0,286.541554084,201.888682249
0,73,1,-0.146552309394,0.220322042704,2.54411005974,1.0,287.092826058,190.528409872
0,73,2,-0.169913470745,0.60207927227,2.61426568031,1.0,282.871115194,108.43578766
0,73,3,-0.202427983284,0.818521261215,2.65125465393,1.0,276.383288358,63.6350269151
0,73,4,-0.307790189981,0.457908540964,2.58850383759,1.0,252.07341578,138.94361781
0,73,5,-0.346763819456,0.185735404491,2.57929253578,1.0,243.198979273,198.86344581
0,73,6,-0.381119787693,-0.00705440342426,2.49719142914,1.0,232.814657548,241.613772358
0,73,7,-0.40577802062,-0.0916764065623,2.46181535721,1.0,225.839911437,261.27335174
0,73,8,-0.0205713622272,0.483980447054,2.58327698708,1.0,315.450895725,132.973664238
0,73,9,0.0688389986753,0.294165104628,2.52482008934,1.0,335.575353883,173.442878414
0,73,10,0.151642531157,0.179664537311,2.2965054512,1.0,357.721361516,195.308112362
0,73,11,0.179724678397,0.179497525096,2.23216819763,1.0,365.995422697,194.062710733
0,73,12,-0.205981761217,0.0976297333837,2.45984625816,1.0,272.164026299,217.327053954
0,73,13,-0.238845571876,-0.362159192562,2.32984423637,1.0,261.436891248,328.798666071
0,73,14,-0.259238749743,-0.676378130913,2.25180864334,1.0,254.233875238,411.589967117
0,73,15,-0.271698474884,-0.751123726368,2.14465308189,1.0,247.629101381,440.072889899
0,73,16,-0.0767332911491,0.109362088144,2.44387888908,1.0,302.063489276,214.43646379
0,73,17,0.015767076984,-0.348608076572,2.30938839912,1.0,323.90021029,326.233155886
0,73,18,0.0861082226038,-0.686525225639,2.23740792274,1.0,341.985344176,415.28515762
0,73,19,0.0984469801188,-0.754035651684,2.14905166626,1.0,346.169134389,440.437436263
1,107,0,-0.144184365869,0.16492010653,2.47409486771,1.0,286.708325569,201.920514332
1,107,1,-0.145563349128,0.220117658377,2.54456591606,1.0,287.320744848,190.583157335
1,107,2,-0.168668165803,0.60158264637,2.61512041092,1.0,283.155281113,108.58727379
