count,timestamp,joint_id,x,y,z,w, depth_x, depth_y
0,66,0,-0.214103683829,0.153707489371,2.45137476921,1.0,270.106009101,204.180531887
0,66,1,-0.229645684361,0.205518692732,2.5219771862,1.0,267.982323406,193.447394746
0,66,2,-0.24716372788,0.581716358662,2.60410451889,1.0,265.779921595,112.389420379
0,66,3,-0.266437113285,0.751666009426,2.6452589035,1.0,262.461259602,77.6730822166
0,66,4,-0.380048722029,0.455954432487,2.5459253788,1.0,234.72388203,137.692001788
0,66,5,-0.492541700602,0.229690134525,2.49248838425,1.0,207.113065937,187.356711037
0,66,6,-0.568286836147,0.0247135031968,2.39976000786,1.0,184.719998269,234.116980119
0,66,7,-0.590221881866,-0.0544948764145,2.36340618134,1.0,177.337196248,253.171981755
0,66,8,-0.103154234588,0.45036932826,2.60146284103,1.0,297.348172297,141.102572597
0,66,9,-0.044404655695,0.192933246493,2.57358050346,1.0,310.143458276,197.17443218
0,66,10,0.0293833687901,0.0302543193102,2.43062996864,1.0,326.905840655,232.889463772
0,66,11,0.069017060101,-0.0198448747396,2.3821554184,1.0,336.550845276,244.758960333
0,66,12,-0.271547883749,0.0920828282833,2.40044879913,1.0,255.376899467,218.086082692
0,66,13,-0.337312877178,-0.337031006813,2.23137593269,1.0,233.64370683,326.28413085
0,66,14,-0.407349228859,-0.653143703938,2.09569120407,1.0,208.96154165,418.039050594
0,66,15,-0.371935129166,-0.70018362999,2.01181983948,1.0,214.388325576,438.818449157
0,66,16,-0.146945387125,0.0895695388317,2.4532327652,1.0,285.782284078,219.142829217
0,66,17,-0.0541869327426,-0.3651509583,2.32778143883,1.0,306.702004457,329.611564453
0,66,18,0.0218205824494,-0.718337655067,2.28287482262,1.0,325.460319509,419.754739405
0,66,19,0.0554676242173,-0.786407589912,2.18426895142,1.0,334.506654499,445.672108063
1,100,0,-0.208543211222,0.152670517564,2.45386505127,1.0,271.451122065,204.458290068
1,100,1,-0.223239868879,0.204238310456,2.52497196198,1.0,269.493297583,193.792287998
1,100,2,-0.241121679544,0.581038355827,2.60990166664,1.0,267.222850417,112.821273157
1,100,3,-0.264170497656,0.750451087952,2.6467154026,1.0,262.982143701,78.0246368455
1,100,4,-0.37450492382,0.452166140079,2.55032992363,1.0,236.112938644,138.717249565
1,100,5,-0.486788421869,0.225314751267,2.49972105026,1.0,208.754485686,188.508932709
1,100,6,-0.564020574093,0.0231369193643,2.40217876434,1.0,185.870767847,234.49782974
1,100,7,-0.586389303207,-0.0551624521613,2.36580848694,1.0,178.407493591,253.319802763
1,100,8,-0.100739642978,0.449507892132,2.6017472744,1.0,297.880815322,141.302528118
1,100,9,-0.0355132296681,0.194133669138,2.57629799843,1.0,312.125411116,196.953427011
1,100,10,0.0373319759965,0.0298153329641,2.43498086929,1.0,328.758288361,233.005157731
1,100,11,0.0722371861339,-0.0209509003907,2.38305497169,1.0,337.316518268,245.022297639
1,100,12,-0.265556246042,0.090849019587,2.40260219574,1.0,256.859434582,218.399082869
