count,timestamp,joint_id,x,y,z,w, depth_x, depth_y
0,75,0,-0.00358719192445,0.237215667963,2.02462697029,1.0,318.987853422,173.068251846
0,75,1,0.000637832097709,0.300216972828,2.08438539505,1.0,320.174808346,157.720615245
0,75,2,0.00407182052732,0.675112724304,2.09660744667,1.0,321.109443829,56.0528831954
0,75,3,-0.0283356048167,0.875690698624,2.08318972588,1.0,312.22970553,-0.135145772873
0,75,4,-0.151847496629,0.559942603111,2.10426306725,1.0,278.776826779,87.9882024104
0,75,5,-0.207346603274,0.304463922977,2.06467962265,1.0,262.630895715,155.760266759
0,75,6,-0.234520465136,0.112269729376,1.95311367512,1.0,251.40585588,207.162584329
0,75,7,-0.244878843427,0.0474858731031,1.90860426426,1.0,246.705870507,225.787111358
0,75,8,0.157381936908,0.561504304409,2.08655309677,1.0,363.088290165,86.2704115064
0,75,9,0.219272956252,0.320620447397,2.03929519653,1.0,381.424098483,150.185814642
0,75,10,0.264968544245,0.140628024936,1.91229462624,1.0,399.154084579,197.990173469
0,75,11,0.284530192614,0.0633496940136,1.85504543781,1.0,407.620882227,220.491504162
0,75,12,-0.0743703842163,0.16787968576,2.02121686935,1.0,298.980570402,192.551875684
0,75,13,-0.157352775335,-0.281318843365,2.04604578018,1.0,276.066796106,318.544773542
0,75,14,-0.22595334053,-0.616439938545,2.03345799446,1.0,256.522856305,413.176667653
0,75,15,-0.244328185916,-0.703673303127,1.97442483902,1.0,249.308567879,443.593676093
0,75,16,0.0647828578949,0.168582454324,2.00096321106,1.0,338.495020396,191.870972777
0,75,17,0.161062449217,-0.283498227596,2.02122855186,1.0,365.521093918,320.125128525
0,75,18,0.246528565884,-0.610076904297,2.01559448242,1.0,389.871152047,412.908060321
0,75,19,0.250140339136,-0.697199165821,1.95797622204,1.0,392.981054891,443.415133945
1,98,0,-0.00419540610164,0.23717828095,2.02475237846,1.0,318.816315657,173.082945739
1,98,1,8.66002956172e-05,0.300186574459,2.08454418182,1.0,320.023732423,157.73521328
1,98,2,0.00379140838049,0.675207257271,2.09689712524,1.0,321.032897573,56.052541088
1,98,3,-0.0282618515193,0.875342190266,2.08324742317,1.0,312.250145077,-0.0329284218072
1,98,4,-0.153288111091,0.559666335583,2.10436034203,1.0,278.387656053,88.070226149
1,98,5,-0.207997217774,0.305591851473,2.06397414207,1.0,262.431211611,155.419288685
1,98,6,-0.238239601254,0.116384595633,1.94702100754,1.0,250.100007095,205.852518363
1,98,7,-0.245817273855,0.0510050170124,1.90407931805,1.0,246.250143819,224.697525076
1,98,8,0.157125726342,0.561290621758,2.08671474457,1.0,363.014811998,86.3408180635
1,98,9,0.217060983181,0.316846609116,2.03900885582,1.0,380.81300574,151.230501326
1,98,10,0.262134641409,0.13683745265,1.91131925583,1.0,398.347473764,199.101671287
1,98,11,0.279818475246,0.063249155879,1.85746443272,1.0,406.057692063,220.547830607
1,98,12,-0.0754339322448,0.167736113071,2.02095079422,1.0,298.677171034,192.586212278
1,98,13,-0.158578127623,-0.282755434513,2.04781579971,1.0,275.7629445,318.877636134
1,98,14,-0.226107984781,-0.616696596146,2.03351974487,1.0,256.48134093,413.243509635
1,98,15,-0.244334995747,-0.704744100571,1.97485792637,1.0,249.322100691,443.858773594
1,98,16,0.0642908290029,0.168436259031,2.00126957893,1.0,338.351739997,191.920071965
1,98,17,0.160578027368,-0.282831847668,2.02119159698,1.0,365.38501152,319.938251049
1,98,18,0.246642813087,-0.610348045826,2.01546764374,1.0,389.907931215,412.995793677
1,98,19,0.25244179368,-0.695991337299,1.95406770706,1.0,393.799847639,443.468902285
2,141,0,-0.00434721074998,0.237165480852,2.02478027344,1.0,318.773502663,173.087478988
2,141,1,-5.93138247496e-05,0.300178080797,2.0845785141,1.0,319.98374558,157.738895764
2,141,2,0.00367353204638,0.67523932457,2.09695148468,1.0,321.00075845,56.0485736691
2,141,3,-0.0282462798059,0.875278174877,2.08325600624,1.0,312.254447003,-0.0143855015599
2,141,4,-0.153674021363,0.55958455801,2.10436654091,1.0,278.283017841,88.0928733685
2,141,5,-0.208139687777,0.305838882923,2.06380534172,1.0,262.387067406,155.343992611
2,141,6,-0.240348488092,0.118897803128,1.94320821762,1.0,249.342889731,205.046690108
2,141,7,-0.246787026525,0.0541271716356,1.90080046654,1.0,245.83148034,223.732806987
2,141,8,0.157050803304,0.561249494553,2.08674788475,1.0,362.993618228,86.3545171886
2,141,9,0.216135561466,0.315529316664,2.03887462616,1.0,380.557721038,151.593741408
2,141,10,0.259964138269,0.134656652808,1.91130208969,1.0,397.699446063,199.753112866
2,141,11,0.276320755482,0.0624702200294,1.85907363892,1.0,404.908414316,220.804021343
2,141,12,-0.075688265264,0.167694479227,2.02089095116,1.0,298.604645446,192.596577194
2,141,13,-0.158838301897,-0.283053904772,2.04820227623,1.0,275.69872693,318.945998409
2,141,14,-0.226151719689,-0.616766810417,2.03352975845,1.0,256.469367683,413.262381165
2,141,15,-0.244335696101,-0.704957544804,1.97494363785,1.0,249.324965493,443.911665795
2,141,16,0.0641689822078,0.168403372169,2.00134205818,1.0,338.316295621,191.93120037
2,141,17,0.160464674234,-0.282687395811,2.02118325233,1.0,365.353161173,319.897753726
2,141,18,0.246664941311,-0.610400378704,2.01544332504,1.0,389.91504679,413.012714377
2,141,19,0.252903133631,-0.695746719837,1.95327818394,1.0,393.964602332,443.4796039
3,165,0,-0.00452924892306,0.237153917551,2.02481102943,1.0,318.722162858,173.091757714
3,165,1,-0.00026352662826,0.300174206495,2.08461642265,1.0,319.92778421,157.741453373
3,165,2,0.00336379278451,0.675294458866,2.09699487686,1.0,320.916359066,56.0373604969
3,165,3,-0.0283024273813,0.875225782394,2.08321499825,1.0,312.238897723,-0.00474308786231
3,165,4,-0.15421114862,0.559456646442,2.10430836678,1.0,278.136049758,88.1233982183
3,165,5,-0.208323642612,0.306104183197,2.06346392632,1.0,262.326607914,155.25653855
3,165,6,-0.242519199848,0.121575430036,1.93829143047,1.0,248.523896909,204.168865904
3,165,7,-0.249442398548,0.0542644038796,1.89148068428,1.0,244.664065682,223.611208077
3,165,8,0.156864672899,0.561205983162,2.08678197861,1.0,362.941962294,86.3689387642
3,165,9,0.213935852051,0.313184201717,2.03870916367,1.0,379.946262577,152.243683277
3,165,10,0.253839492798,0.129510000348,1.91232168674,1.0,395.82842869,201.312009736
3,165,11,0.266176730394,0.0586301237345,1.8624509573,1.0,401.64301906,222.016683793
3,165,12,-0.0759561806917,0.167653694749,2.02082252502,1.0,298.528184814,192.606501325
3,165,13,-0.159081712365,-0.283317089081,2.04855966568,1.0,275.638578398,319.00561698
3,165,14,-0.226198166609,-0.616835415363,2.03354024887,1.0,256.456647598,413.280759786
3,165,15,-0.244334056973,-0.705146670341,1.97502052784,1.0,249.328191065,443.958430417
3,165,16,0.0640029013157,0.168379083276,2.00145173073,1.0,338.267888675,191.940766977
3,165,17,0.160270616412,-0.28253442049,2.02116823196,1.0,365.29865,319.85511077
3,165,18,0.246684893966,-0.610445261002,2.01542115211,1.0,389.92147144,413.027339439
3,165,19,0.253316819668,-0.695495963097,1.9525384903,1.0,394.113656208,443.483324838
4,198,0,-0.00482818717137,0.237171962857,2.02484893799,1.0,318.637848902,173.087919321
4,198,1,-0.000625689397566,0.300203710794,2.08465576172,1.0,319.8285418,157.734920567
4,198,2,0.00274735898711,0.675333380699,2.0969684124,1.0,320.748440599,56.0244356677
4,198,3,-0.0284588299692,0.875179469585,2.08313393593,1.0,312.195705265,-0.00138213511569
4,198,4,-0.155131861567,0.559158086777,2.10409045219,1.0,277.881740708,88.1887276666
4,198,5,-0.208532944322,0.306327283382,2.06283044815,1.0,262.250934933,155.16873136
4,198,6,-0.244575098157,0.124100998044,1.93262064457,1.0,247.706468952,203.317200227
4,198,7,-0.2522392869,0.0543029531837,1.87926399708,1.0,243.32412303,223.492949855
4,198,8,0.156443789601,0.561151385307,2.0867960453,1.0,362.826456111,86.3849205139
4,198,9,0.211156368256,0.310498297215,2.03855967522,1.0,379.171771323,152.989911739
4,198,10,0.242144778371,0.121099293232,1.91609585285,1.0,392.192435408,203.895761191
4,198,11,0.250958353281,0.0535105913877,1.87032389641,1.0,396.651145382,223.656060592
4,198,12,-0.0763062313199,0.167626038194,2.0207426548,1.0,298.428377508,192.612446542
4,198,13,-0.159306481481,-0.283539712429,2.04887676239,1.0,275.582774776,319.05546058
4,198,14,-0.226242378354,-0.616897463799,2.03355050087,1.0,256.444548093,413.297316697
4,198,15,-0.244332566857,-0.705309689045,1.9750893116,1.0,249.331083246,443.998477738
4,198,16,0.0637286454439,0.16840057075,2.00160837173,1.0,338.188186316,191.93839544
4,198,17,0.159926593304,-0.282357752323,2.0211520195,1.0,365.201778396,319.80581769
4,198,18,0.246706575155,-0.610469520092,2.01539778709,1.0,389.928427542,413.036221574
4,198,19,0.253675162792,-0.695269286633,1.95189321041,1.0,394.24303375,443.484253423
5,232,0,-0.00524997478351,0.237223446369,2.02489757538,1.0,318.518887754,173.075002103
5,232,1,-0.00114328612108,0.300268650055,2.08470392227,1.0,319.686711565,157.719026094
5,232,2,0.00173261098098,0.675374686718,2.09692287445,1.0,320.472011327,56.0091874454
5,232,3,-0.0288643743843,0.8751039505,2.0828666687,1.0,312.083476701,-0.0114660602076
5,232,4,-0.156511515379,0.558744430542,2.10374808311,1.0,277.500249677,88.2763473662
5,232,5,-0.208720043302,0.306318670511,2.06166267395,1.0,262.166381803,155.123067451
5,232,6,-0.245284572244,0.125782489777,1.92661070824,1.0,247.270587597,202.704190939
5,232,7,-0.253433167934,0.0539675056934,1.86647212505,1.0,242.433220635,223.482487154
5,232,8,0.155371561646,0.561047077179,2.08669710159,1.0,362.534950683,86.4061923196
5,232,9,0.207006946206,0.307809472084,2.03851890564,1.0,378.010150292,153.74166875
5,232,10,0.226316168904,0.110784776509,1.92164921761,1.0,387.278342719,207.066355894
5,232,11,0.233236446977,0.0445701703429,1.87938773632,1.0,390.894712211,226.452420106
5,232,12,-0.076727360487,0.167620941997,2.02065896988,1.0,298.308426803,192.611924747
5,232,13,-0.15951731801,-0.283731371164,2.04915761948,1.0,275.530086012,319.098055489
5,232,14,-0.226287454367,-0.616963803768,2.0335586071,1.0,256.432138848,413.315261881
